"rank","model_id","display_name","organization","tier","editorial_score","primary_category","parameter_scale","image_understanding_1_5","ocr_1_5","document_understanding_1_5","grounding_boxes_points","segmentation_masks","gui_action_planning","image_generation_or_editing","video_understanding","multi_image","tool_calling","targeted_action_support","targeted_action_types","best_for","local_hardware_guidance","recommended_runtime","license_id","commercial_use","commercial_conditions","public_weights","access_gate","official_publisher_repo","downloads_hf_30d_snapshot","likes_hf_snapshot","last_modified","model_url","license_url","verification_date","caution"
"31","ibm-granite/granite-vision-4.1-4b","granite-vision-4.1-4b","ibm-granite","A","90.5","מסמכים/VLM ארגוני","4B","4","5","5","חלקי","לא","לא","לא","לא","כן","חלקי","ישיר","חילוץ מבני, טבלאות, פריסה ופלט מסמכים מובנה","מסמכים עסקיים, טבלאות, OCR וחילוץ מבני","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","153635","101","2026-07-13","https://huggingface.co/ibm-granite/granite-vision-4.1-4b","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"32","microsoft/Mage-VL","Mage-VL","microsoft","A","90.2","VLM כללי","לא צוין בשם","4","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","תיאור ופלט מובנה; הפעלה באמצעות כלי חיצוני","שאלות חזותיות, תיאור תמונות והבנה כללית","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","483635","344","2026-08-10","https://huggingface.co/microsoft/Mage-VL","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"33","stepfun-ai/Step3-VL-10B","Step3-VL-10B","stepfun-ai","A","90","VLM כללי","10B","4","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","תיאור ופלט מובנה; הפעלה באמצעות כלי חיצוני","שאלות חזותיות, תיאור תמונות והבנה כללית","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","115888","412","2026-02-04","https://huggingface.co/stepfun-ai/Step3-VL-10B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"34","Qwen/Qwen2.5-VL-32B-Instruct","Qwen2.5-VL-32B-Instruct","Qwen","A","89.7","VLM כללי מתקדם","32B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","תחנת עבודה 48–80GB VRAM; בכימות לעיתים 24–48GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","1333321","499","2025-04-14","https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"35","Qwen/Qwen2.5-VL-7B-Instruct","Qwen2.5-VL-7B-Instruct","Qwen","A","89.4","VLM כללי מתקדם","7B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","9373502","1677","2025-04-06","https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"36","Qwen/Qwen3.5-4B","Qwen3.5-4B","Qwen","A","89.1","VLM כללי מתקדם","4B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","7632707","815","2026-03-02","https://huggingface.co/Qwen/Qwen3.5-4B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"37","OpenGVLab/InternVL3_5-8B","InternVL3_5-8B","OpenGVLab","A","88.9","VLM כללי מתקדם","8B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","53817","102","2025-08-29","https://huggingface.co/OpenGVLab/InternVL3_5-8B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"38","OpenGVLab/InternVL3-38B","InternVL3-38B","OpenGVLab","A","88.6","VLM כללי מתקדם","38B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","תחנת עבודה 48–80GB VRAM; בכימות לעיתים 24–48GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","8091","44","2025-09-11","https://huggingface.co/OpenGVLab/InternVL3-38B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"39","OpenGVLab/InternVL3-14B","InternVL3-14B","OpenGVLab","A","88.3","VLM כללי מתקדם","14B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","24–32GB VRAM; בכימות לעיתים 16–24GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","15267","78","2025-09-11","https://huggingface.co/OpenGVLab/InternVL3-14B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"40","OpenGVLab/InternVL3-8B","InternVL3-8B","OpenGVLab","A","88.1","VLM כללי מתקדם","8B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","123613","111","2025-09-11","https://huggingface.co/OpenGVLab/InternVL3-8B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"41","google/gemma-3-12b-it","gemma-3-12b-it","google","B","87.8","VLM כללי","12B","5","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","ניתוח, פלט מובנה והכוונת כלי חיצוני; לא משנה פיקסלים לבדו","הבנת תמונות, שאלות חזותיות, מסמכים ושילוב טוב במערכות מקומיות","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","gemma","כן, מותנה","שימוש מסחרי מותר בכפוף לתנאי Gemma ולמדיניות השימוש האסור.","כן","נדרש אישור תנאים/גישה","כן","1231848","806","2025-03-21","https://huggingface.co/google/gemma-3-12b-it","https://ai.google.dev/gemma/terms","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"42","meta-llama/Llama-3.2-11B-Vision-Instruct","Llama-3.2-11B-Vision-Instruct","meta-llama","B","87.5","VLM כללי","11B","4","3","3","חלקי","לא","חלקי","לא","לא","כן","כן","עקיף","תכנון והכוונת כלי; אין פלט מסכה מובנה","שיחה חזותית כללית ואינטגרציה באקוסיסטם Llama","24–32GB VRAM; בכימות לעיתים 16–24GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","llama3.2","כן, מותנה","כפוף לרישיון Llama 3.2; תנאים, ייחוס ומדיניות שימוש מקובל של Meta.","כן","נדרש אישור תנאים/גישה","כן","94875","1630","2024-12-04","https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct","https://www.llama.com/llama3_2/license/","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"43","Qwen/Qwen3-VL-4B-Thinking","Qwen3-VL-4B-Thinking","Qwen","B","87.3","VLM כללי מתקדם","4B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","28043","117","2025-10-15","https://huggingface.co/Qwen/Qwen3-VL-4B-Thinking","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"44","Qwen/Qwen3-VL-4B-Instruct","Qwen3-VL-4B-Instruct","Qwen","B","87","VLM כללי מתקדם","4B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","3851708","442","2025-10-15","https://huggingface.co/Qwen/Qwen3-VL-4B-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"45","openbmb/MiniCPM-V-4_5","MiniCPM-V-4_5","openbmb","B","86.7","VLM קומפקטי","כ-8B","5","5","4","חלקי","לא","חלקי","לא","כן","כן","חלקי","עקיף","OCR ופלט מובנה; יכול להכווין כלי חיצוני","איכות גבוהה יחסית לגודל, OCR, שימוש מקומי וניתוח וידאו","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","525713","1098","2026-03-10","https://huggingface.co/openbmb/MiniCPM-V-4_5","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"46","allenai/Molmo2-4B","Molmo2-4B","allenai","B","86.4","VLM מרחבי/מצביע","4B","5","4","4","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","הצבעה מדויקת, נקודות, קואורדינטות ומעקב חזותי","הבנה מרחבית, pointing, איתור עצמים ואינטראקציה חזותית","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","52077","52","2026-01-23","https://huggingface.co/allenai/Molmo2-4B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"47","allenai/Molmo-7B-D-0924","Molmo-7B-D-0924","allenai","B","86.2","VLM מרחבי/מצביע","7B","5","4","4","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","הצבעה מדויקת, נקודות, קואורדינטות ומעקב חזותי","הבנה מרחבית, pointing, איתור עצמים ואינטראקציה חזותית","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","27970","566","2025-12-15","https://huggingface.co/allenai/Molmo-7B-D-0924","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"48","microsoft/Phi-3.5-vision-instruct","Phi-3.5-vision-instruct","microsoft","B","85.9","VLM כללי","לא צוין בשם","4","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","תיאור ופלט מובנה; הפעלה באמצעות כלי חיצוני","שאלות חזותיות, תיאור תמונות והבנה כללית","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","1130894","738","2025-12-10","https://huggingface.co/microsoft/Phi-3.5-vision-instruct","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"49","llava-hf/llava-onevision-qwen2-7b-ov-hf","llava-onevision-qwen2-7b-ov-hf","llava-hf","B","85.6","VLM כללי מתקדם","7B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","59473","39","2025-06-18","https://huggingface.co/llava-hf/llava-onevision-qwen2-7b-ov-hf","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"50","HuggingFaceM4/Idefics3-8B-Llama3","Idefics3-8B-Llama3","HuggingFaceM4","B","85.4","VLM כללי","8B","4","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","תיאור ופלט מובנה; הפעלה באמצעות כלי חיצוני","שאלות חזותיות, תיאור תמונות והבנה כללית","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","211294","304","2024-12-02","https://huggingface.co/HuggingFaceM4/Idefics3-8B-Llama3","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"51","Qwen/Qwen3.5-2B","Qwen3.5-2B","Qwen","B","85.1","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","3050161","360","2026-03-02","https://huggingface.co/Qwen/Qwen3.5-2B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"52","Qwen/Qwen3-VL-2B-Thinking","Qwen3-VL-2B-Thinking","Qwen","B","84.8","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","87877","115","2025-10-20","https://huggingface.co/Qwen/Qwen3-VL-2B-Thinking","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"53","Qwen/Qwen3-VL-2B-Instruct","Qwen3-VL-2B-Instruct","Qwen","B","84.6","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","2500226","449","2025-10-23","https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"54","google/gemma-3-4b-it","gemma-3-4b-it","google","B","84.3","VLM כללי","4B","5","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","ניתוח, פלט מובנה והכוונת כלי חיצוני; לא משנה פיקסלים לבדו","הבנת תמונות, שאלות חזותיות, מסמכים ושילוב טוב במערכות מקומיות","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","gemma","כן, מותנה","שימוש מסחרי מותר בכפוף לתנאי Gemma ולמדיניות השימוש האסור.","כן","נדרש אישור תנאים/גישה","כן","1328205","1455","2025-03-21","https://huggingface.co/google/gemma-3-4b-it","https://ai.google.dev/gemma/terms","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"55","google/gemma-3n-E4B-it","gemma-3n-E4B-it","google","B","84","VLM כללי","לא צוין בשם","5","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","ניתוח, פלט מובנה והכוונת כלי חיצוני; לא משנה פיקסלים לבדו","הבנת תמונות, שאלות חזותיות, מסמכים ושילוב טוב במערכות מקומיות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","gemma","כן, מותנה","שימוש מסחרי מותר בכפוף לתנאי Gemma ולמדיניות השימוש האסור.","כן","נדרש אישור תנאים/גישה","כן","30894","919","2025-07-14","https://huggingface.co/google/gemma-3n-E4B-it","https://ai.google.dev/gemma/terms","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"56","google/gemma-3n-E2B-it","gemma-3n-E2B-it","google","B","83.8","VLM כללי","לא צוין בשם","5","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","ניתוח, פלט מובנה והכוונת כלי חיצוני; לא משנה פיקסלים לבדו","הבנת תמונות, שאלות חזותיות, מסמכים ושילוב טוב במערכות מקומיות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","gemma","כן, מותנה","שימוש מסחרי מותר בכפוף לתנאי Gemma ולמדיניות השימוש האסור.","כן","נדרש אישור תנאים/גישה","כן","381993","320","2025-07-14","https://huggingface.co/google/gemma-3n-E2B-it","https://ai.google.dev/gemma/terms","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"57","OpenGVLab/InternVL3_5-4B","InternVL3_5-4B","OpenGVLab","B","83.5","VLM כללי מתקדם","4B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","28748","28","2025-08-29","https://huggingface.co/OpenGVLab/InternVL3_5-4B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"58","OpenGVLab/InternVL3_5-2B","InternVL3_5-2B","OpenGVLab","B","83.2","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","9272","20","2025-08-29","https://huggingface.co/OpenGVLab/InternVL3_5-2B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"59","OpenGVLab/InternVL3_5-1B","InternVL3_5-1B","OpenGVLab","B","82.9","VLM כללי מתקדם","1B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","143781","29","2025-08-29","https://huggingface.co/OpenGVLab/InternVL3_5-1B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"60","OpenGVLab/InternVL3-2B","InternVL3-2B","OpenGVLab","B","82.7","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","43144","46","2025-09-11","https://huggingface.co/OpenGVLab/InternVL3-2B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"61","OpenGVLab/InternVL3-1B","InternVL3-1B","OpenGVLab","B","82.4","VLM כללי מתקדם","1B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","386479","84","2025-09-11","https://huggingface.co/OpenGVLab/InternVL3-1B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
